object_id,line1,line2,source
FY1C_154,1 29946U 99025JU  26124.48906081  .00000360  00000+0  22934-3 0  9997,2 29946  98.7905 118.0164 0079460 300.8722 181.7945 14.08386927990561,Fengyun-1C
FY1C_155,1 29947U 99025JV  26124.66547859  .00000234  00000+0  17625-3 0  9993,2 29947  98.8182 155.9591 0041055  82.4442  41.8026 14.03170700987540,Fengyun-1C
FY1C_156,1 29948U 99025JW  26124.51852257 -.00000074  00000+0 -18055-4 0  9992,2 29948  98.8390 112.2243 0084175 192.5542 292.1175 14.06266477989836,Fengyun-1C
FY1C_157,1 29949U 99025JX  26124.53577845 -.00000130  00000+0 -52300-4 0  9996,2 29949  98.7539 140.7312 0022950 261.7377 215.2543 14.06853221991154,Fengyun-1C
FY1C_158,1 29950U 99025JY  26124.56659205  .00000089  00000+0  73659-4 0  9993,2 29950  98.7210 156.5413 0032895 196.2803 284.0642 14.10399891993041,Fengyun-1C
FY1C_159,1 29953U 99025KB  26124.52629722  .00000173  00000+0  16478-3 0  9992,2 29953  98.9525 111.2037 0105183 236.7018 246.1022 13.90988622978478,Fengyun-1C
FY1C_160,1 29954U 99025KC  26124.14001922  .00001803  00000+0  63505-3 0  9991,2 29954 100.1319 191.7768 0073567 227.3916 132.1045 14.34895678  2264,Fengyun-1C
FY1C_161,1 29955U 99025KD  26124.83041911  .00003722  00000+0  12076-2 0  9998,2 29955  99.2655 221.9092 0008398 188.2077 296.6661 14.39554258  1164,Fengyun-1C
FY1C_162,1 29956U 99025KE  26124.52236714  .00000144  00000+0  11249-3 0  9999,2 29956  98.7730 154.1274 0052920 336.3876 150.6518 14.06206921990561,Fengyun-1C
FY1C_163,1 29957U 99025KF  26124.34969635  .00014917  00000+0  33279-2 0  9994,2 29957  98.9223 265.5787 0035269 107.7414 282.9154 14.56539871995649,Fengyun-1C
FY1C_164,1 29958U 99025KG  26124.65122022  .00000286  00000+0  16915-3 0  9993,2 29958  98.6610 139.8221 0053302 284.0584  75.4668 14.14616406994714,Fengyun-1C
FY1C_165,1 29959U 99025KH  26124.02943685  .00000344  00000+0  23371-3 0  9990,2 29959  98.7884 155.6755 0041057 288.0404 101.3945 14.06099890989406,Fengyun-1C
FY1C_166,1 29960U 99025KJ  26124.23144794  .00000560  00000+0  29002-3 0  9996,2 29960  98.6295 110.3944 0090267 236.3470 138.7503 14.16669791994726,Fengyun-1C
FY1C_167,1 29961U 99025KK  26124.27443656  .00000260  00000+0  12437-3 0  9991,2 29961  98.9340  19.6448 0073549 252.1733 107.1413 14.26345043  3412,Fengyun-1C
FY1C_168,1 29962U 99025KL  26124.78405740  .00000301  00000+0  19354-3 0  9991,2 29962  98.7663 133.7225 0110310 178.0826 355.7891 14.07256169990096,Fengyun-1C
FY1C_169,1 29963U 99025KM  26124.51810277  .00001250  00000+0  49717-3 0  9998,2 29963  98.9860  18.1023 0049452 247.4121 236.8952 14.29908379  1807,Fengyun-1C
FY1C_170,1 29964U 99025KN  26124.80997932  .00001343  00000+0  82379-3 0  9999,2 29964  98.3687 320.9270 0129894 223.9386 135.1397 14.03173320983230,Fengyun-1C
FY1C_171,1 29965U 99025KP  26124.53754064  .00000099  00000+0  95096-4 0  9995,2 29965  98.9715 120.4311 0145764  35.8838  75.6789 13.95859758982681,Fengyun-1C
FY1C_172,1 29966U 99025KQ  26124.62217265  .00000636  00000+0  28567-3 0  9998,2 29966  99.4790 348.2883 0038608 299.8378  59.8964 14.26020081   790,Fengyun-1C
FY1C_173,1 29967U 99025KR  26122.68876284  .00002955  00000+0  12557-2 0  9992,2 29967  98.8545 205.4225 0074346 244.9409 270.8554 14.24570209992285,Fengyun-1C
FY1C_174,1 29968U 99025KS  26124.74828059  .00000106  00000+0  86130-4 0  9995,2 29968  98.8170 115.9475 0089101 312.3843 224.9152 14.07359339990607,Fengyun-1C
FY1C_175,1 29969U 99025KT  26124.78757086  .00003412  00000+0  12107-2 0  9995,2 29969  98.7629 216.0392 0040337 348.6783 131.4517 14.34661658997121,Fengyun-1C
FY1C_176,1 29970U 99025KU  26124.83120961  .00001281  00000+0  36603-3 0  9999,2 29970  98.8199  63.3146 0091419 120.0627 305.2509 14.44512443 11860,Fengyun-1C
FY1C_177,1 29971U 99025KV  26124.56383440  .00001388  00000+0  68794-3 0  9997,2 29971  98.6613 166.1514 0023911 117.6259  40.5750 14.18672535993648,Fengyun-1C
FY1C_178,1 29972U 99025KW  26124.81916985  .00004157  00000+0  71090-3 0  9992,2 29972  98.9085 154.4785 0060655 289.0843 249.3515 14.68291094 15829,Fengyun-1C
FY1C_179,1 29973U 99025KX  26124.47986894  .00000854  00000+0  52944-3 0  9998,2 29973  98.8460 126.8118 0060071 108.4836  44.4049 14.06892728987251,Fengyun-1C
FY1C_180,1 29974U 99025KY  26124.71457088  .00001633  00000+0  84949-3 0  9990,2 29974  98.8844 213.3812 0046411  37.3406 115.4484 14.15504435989479,Fengyun-1C
FY1C_181,1 29975U 99025KZ  26124.67044729  .00000173  00000+0  14631-3 0  9999,2 29975  99.3153 173.0660 0113300 344.2929 140.0528 13.98094669984341,Fengyun-1C
FY1C_182,1 29976U 99025LA  26124.54937278 -.00000207  00000+0 -83997-4 0  9998,2 29976  98.9255 123.1233 0267587 204.5894 276.8477 13.98292155983326,Fengyun-1C
FY1C_183,1 29977U 99025LB  26123.88564019  .00001522  00000+0  89334-3 0  9993,2 29977  98.3876 340.4981 0126093 212.6695 162.9034 14.05607786983579,Fengyun-1C
FY1C_184,1 29978U 99025LC  26124.40048635 -.00000085  00000+0 -29671-4 0  9998,2 29978  99.0350 177.3482 0076255  21.6234   1.5563 13.95956402983079,Fengyun-1C
FY1C_185,1 29979U 99025LD  26124.56147784  .00000985  00000+0  40166-3 0  9999,2 29979  98.3567 146.3855 0108152 103.4713  47.5055 14.26294739  1097,Fengyun-1C
FY1C_186,1 29980U 99025LE  26124.70424961  .00000066  00000+0  62436-4 0  9997,2 29980  98.5689 291.1600 0087260 202.7834 168.6518 14.06410093990026,Fengyun-1C
FY1C_187,1 29982U 99025LG  26124.80800465  .00002604  00000+0  41910-3 0  9990,2 29982  99.3994 332.1301 0119569 211.8521 161.8561 14.67995087 23828,Fengyun-1C
FY1C_188,1 29985U 99025LK  26124.54722426  .00000040  00000+0  46050-4 0  9997,2 29985  98.7025 140.1102 0028949 163.7305 313.4633 14.10353637993616,Fengyun-1C
FY1C_189,1 29986U 99025LL  26124.77668190  .00003432  00000+0  13373-2 0  9998,2 29986  99.3856 208.5793 0020586 304.3245 174.7381 14.30340520995514,Fengyun-1C
FY1C_190,1 29987U 99025LM  26124.69268955  .00002970  00000+0  14904-2 0  9992,2 29987  98.8929  21.3130 0077169 184.5984 232.2949 14.15788673983956,Fengyun-1C
FY1C_191,1 29988U 99025LN  26124.82795019  .00004252  00000+0  95842-3 0  9990,2 29988  98.6979 238.7379 0113614 303.3224 210.3201 14.53001836  1403,Fengyun-1C
FY1C_192,1 29989U 99025LP  26124.73285682  .00000245  00000+0  13546-3 0  9990,2 29989  98.6862 104.8407 0124005 145.9595  31.0521 14.15937533996346,Fengyun-1C
FY1C_193,1 29992U 99025LS  26124.53893499  .00000075  00000+0  61801-4 0  9992,2 29992  98.7385 120.9218 0089593 122.3660 354.8046 14.11671300994028,Fengyun-1C
FY1C_194,1 29993U 99025LT  26124.66155611  .00000149  00000+0  11208-3 0  9991,2 29993  98.7704 162.5869 0038032 270.7386  88.9426 14.08195815991812,Fengyun-1C
FY1C_195,1 29994U 99025LU  26124.54403315  .00000629  00000+0  40327-3 0  9993,2 29994  98.8078 157.3298 0130463 175.1789 307.9786 14.02735431987289,Fengyun-1C
FY1C_196,1 29996U 99025LW  26124.69476730  .00002539  00000+0  13424-2 0  9991,2 29996  99.2908 171.8519 0130908  50.4138  71.0656 14.10420864981517,Fengyun-1C
FY1C_197,1 29997U 99025LX  26124.53454395  .00000562  00000+0  39253-3 0  9991,2 29997  98.8864 136.1850 0079134 290.8911 221.6304 14.01197075983899,Fengyun-1C
FY1C_198,1 29998U 99025LY  26124.75486802  .00001643  00000+0  66631-3 0  9995,2 29998  99.2889 199.5318 0004366 246.5651 113.5069 14.29219813999178,Fengyun-1C
FY1C_199,1 29999U 99025LZ  26124.71702043  .00001004  00000+0  40735-3 0  9998,2 29999  98.5922 109.8887 0189325  72.9517  98.6731 14.20449168997531,Fengyun-1C
FY1C_200,1 30001U 99025MA  26124.73025654  .00006569  00000+0  20422-2 0  9993,2 30001  98.9512 211.2243 0034944  37.0542 125.4882 14.40993182994890,Fengyun-1C
FY1C_201,1 30003U 99025MC  26124.72207361  .00000340  00000+0  31032-3 0  9992,2 30003  99.5940 107.7926 0143878 101.1992  70.5892 13.85760019974685,Fengyun-1C
FY1C_202,1 30004U 99025MD  26124.51106090  .00001132  00000+0  57748-3 0  9999,2 30004  99.2282 316.0234 0037142 300.7437 114.3630 14.17509640993298,Fengyun-1C
FY1C_203,1 30005U 99025ME  26123.83003037  .00001210  00000+0  12875-2 0  9999,2 30005  99.3184  82.3738 0346914  93.8300 270.2568 13.52626528948679,Fengyun-1C
FY1C_204,1 30007U 99025MG  26124.74894375  .00003377  00000+0  13892-2 0  9991,2 30007  99.1745  37.8206 0063002 326.4035  96.4827 14.26590740993945,Fengyun-1C
FY1C_205,1 30008U 99025MH  26124.54290916  .00010344  00000+0  17064-2 0  9998,2 30008  99.3793 106.5965 0038833 116.5959   0.4117 14.70178347 11564,Fengyun-1C
FY1C_206,1 30009U 99025MJ  26124.66931441  .00001423  00000+0  89111-3 0  9998,2 30009  98.9983 183.5849 0062375 294.5361  64.9312 14.05288365984908,Fengyun-1C
FY1C_207,1 30010U 99025MK  26124.81368667  .00000184  00000+0  95720-4 0  9998,2 30010  99.0664 326.7384 0073475 158.0254 219.0737 14.25075628  2971,Fengyun-1C
FY1C_208,1 30012U 99025MM  26124.63571095  .00000263  00000+0  24899-3 0  9997,2 30012  99.4377 184.1310 0137080 125.5570  27.0987 13.85863335975277,Fengyun-1C
FY1C_209,1 30013U 99025MN  26124.68131428  .00000218  00000+0  20900-3 0  9994,2 30013  99.5653 152.7040 0127968  24.1505  98.3004 13.87921645976647,Fengyun-1C
FY1C_210,1 30015U 99025MQ  26124.81377080  .00001409  00000+0  54644-3 0  9992,2 30015  99.2248 141.4908 0038930  73.3454  99.3804 14.31296399  2137,Fengyun-1C
FY1C_211,1 30016U 99025MR  26124.76925404  .00010581  00000+0  13003-2 0  9990,2 30016  98.8905 157.2891 0040358 308.5301 106.1001 14.82674226 15719,Fengyun-1C
FY1C_212,1 30017U 99025MS  26124.71119722  .00001283  00000+0  19373-3 0  9990,2 30017  98.7289 182.4913 0217459  94.9329 267.6733 14.61539745 25329,Fengyun-1C
FY1C_213,1 30018U 99025MT  26124.79671502  .00004977  00000+0  67822-3 0  9993,2 30018  98.7473 223.7149 0114872 106.6784  19.8248 14.74688394 25446,Fengyun-1C
FY1C_214,1 30020U 99025MV  26124.79421493  .00000704  00000+0  40108-3 0  9990,2 30020  98.8480 130.0855 0183468  30.4104 147.6549 14.04735708986668,Fengyun-1C
FY1C_215,1 30021U 99025MW  26124.73134325  .00000349  00000+0  23841-3 0  9990,2 30021  98.8466 117.6252 0071835 246.2003 293.7248 14.04949561989390,Fengyun-1C
FY1C_216,1 30022U 99025MX  26124.58183293  .00000067  00000+0  49566-4 0  9992,2 30022  99.0590 341.9624 0066779 219.1664 196.0831 14.23180581  2221,Fengyun-1C
FY1C_217,1 30023U 99025MY  26124.52171749  .00000568  00000+0  33212-3 0  9996,2 30023  99.2895 328.2345 0047046  25.8732  39.6688 14.12097653992117,Fengyun-1C
FY1C_218,1 30028U 99025ND  26124.51285764  .00001686  00000+0  32013-3 0  9993,2 30028  98.1557 118.4870 0174271 145.0097 335.0670 14.56206844 17997,Fengyun-1C
FY1C_219,1 30035U 99025NL  26124.80348455  .00000192  00000+0  76945-4 0  9994,2 30035  99.2763  55.6505 0114764   5.6265  53.4943 14.37054693 11790,Fengyun-1C
FY1C_220,1 30036U 99025NM  26124.55621080  .00001777  00000+0  40281-3 0  9998,2 30036  98.2353 152.9169 0189950 132.1172 351.5793 14.46766080 12385,Fengyun-1C
FY1C_221,1 30037U 99025NN  26124.38050781  .00000597  00000+0  19422-3 0  9996,2 30037  98.4022 101.0399 0172766 350.6313 168.6490 14.34327136  8324,Fengyun-1C
FY1C_222,1 30038U 99025NP  26124.47439854  .00001721  00000+0  38436-3 0  9995,2 30038  98.3819 114.0574 0256273  33.9445 128.2533 14.39749702  9457,Fengyun-1C
FY1C_223,1 30040U 99025NR  26124.47768743  .00003227  00000+0  10633-2 0  9991,2 30040  98.2246 139.8648 0030683 240.2667 287.2000 14.38518327999790,Fengyun-1C
FY1C_224,1 30041U 99025NS  26124.90267807  .00000677  00000+0  38396-3 0  9998,2 30041  99.4746 244.6560 0035195 178.1578 307.4232 14.13444855993096,Fengyun-1C
FY1C_225,1 30043U 99025NU  26124.72579125  .00002408  00000+0  70395-3 0  9998,2 30043  98.6247 225.1901 0281328  74.9536 288.2590 14.24341365993802,Fengyun-1C
FY1C_226,1 30044U 99025NV  26124.73526245  .00007988  00000+0  18525-2 0  9999,2 30044  98.2135  46.9002 0079197  87.0760 273.9497 14.53350887  1133,Fengyun-1C
FY1C_227,1 30045U 99025NW  26124.69152448  .00003861  00000+0  16610-2 0  9994,2 30045  99.1671 171.0382 0093682  66.8937  54.1500 14.22905090987209,Fengyun-1C
FY1C_228,1 30047U 99025NY  26124.44950162  .00000464  00000+0  36139-3 0  9993,2 30047  99.9351 297.1003 0124433 303.7371 110.5662 13.94650620979052,Fengyun-1C
FY1C_229,1 30048U 99025NZ  26124.58368905  .00000215  00000+0  21495-3 0  9990,2 30048  98.6507 343.4568 0186063 218.9699 197.7891 13.79981095970968,Fengyun-1C
FY1C_230,1 30050U 99025PB  26124.76350042  .00001111  00000+0  89236-3 0  9999,2 30050  96.8300  51.2343 0170048 342.3836  70.6214 13.85437785971821,Fengyun-1C
FY1C_231,1 30052U 99025PD  26124.67493865  .00000500  00000+0  43608-3 0  9996,2 30052  99.2823 151.2782 0288646 217.5393 264.0370 13.73142260965163,Fengyun-1C
FY1C_232,1 30053U 99025PE  26124.40386274  .00002221  00000+0  10778-2 0  9996,2 30053  98.5915 292.8867 0325263 302.2616  85.5308 13.95173062969755,Fengyun-1C
FY1C_233,1 30054U 99025PF  26124.04307990  .00000401  00000+0  38786-3 0  9993,2 30054  99.3505 157.5831 0275150 355.3234  32.7425 13.70031719962978,Fengyun-1C
FY1C_234,1 30056U 99025PH  26124.03072824  .00003060  00000+0  23584-2 0  9992,2 30056  98.3342 296.7585 0298405 185.5954 174.1839 13.74699458959307,Fengyun-1C
FY1C_235,1 30057U 99025PJ  26124.39544917  .00001039  00000+0  11353-2 0  9994,2 30057  98.8669 184.4650 0293222 137.6059 236.7900 13.57468492951711,Fengyun-1C
FY1C_236,1 30058U 99025PK  26124.53269433  .00000413  00000+0  53856-3 0  9998,2 30058  99.6503 129.1745 0315940 157.4554 330.2194 13.48447886947726,Fengyun-1C
FY1C_237,1 30059U 99025PL  26124.43557084  .00000181  00000+0  26925-3 0  9999,2 30059  98.8363 107.8577 0325984 300.7066 214.3765 13.45578572947166,Fengyun-1C
FY1C_238,1 30060U 99025PM  26124.59633747  .00001140  00000+0  14150-2 0  9991,2 30060  99.3112 345.9529 0346441  75.6744 313.3863 13.44174811941621,Fengyun-1C
FY1C_239,1 30061U 99025PN  26124.88696744  .00001892  00000+0  21258-2 0  9991,2 30061 101.8869 266.2591 0366061 285.2937 232.6661 13.47346339940264,Fengyun-1C
FY1C_240,1 30062U 99025PP  26124.54103924  .00000599  00000+0  37795-3 0  9995,2 30062  98.7775 134.6601 0048802   7.2524 145.4230 14.07315668989162,Fengyun-1C
FY1C_241,1 30063U 99025PQ  26124.53129229  .00000088  00000+0  65497-4 0  9995,2 30063  98.5406 102.2499 0033418  85.2168  29.7871 14.15664838996859,Fengyun-1C
FY1C_242,1 30064U 99025PR  26124.56915652  .00000271  00000+0  16001-3 0  9992,2 30064  98.6570 136.2946 0066685  63.9626  56.0937 14.14376518995243,Fengyun-1C
FY1C_243,1 30065U 99025PS  26124.48571252  .00000139  00000+0  14352-3 0  9998,2 30065  98.7055  92.3739 0131151   2.2886 357.8846 13.86976479976509,Fengyun-1C
FY1C_244,1 30066U 99025PT  26124.47586902  .00000172  00000+0  95998-4 0  9999,2 30066  98.6462 116.4012 0116962 209.8260 302.9161 14.19215901998617,Fengyun-1C
FY1C_245,1 30067U 99025PU  26124.32337499  .00000980  00000+0  26352-3 0  9993,2 30067  98.7514  19.6323 0149565 311.5179 164.7561 14.44128704 12539,Fengyun-1C
FY1C_246,1 30068U 99025PV  26124.70116557  .00000230  00000+0  12634-3 0  9992,2 30068  98.7503 114.0816 0188916 302.3164  55.9835 14.12156886993619,Fengyun-1C
FY1C_247,1 30069U 99025PW  26124.69959472  .00000562  00000+0  36937-3 0  9992,2 30069  98.8184 107.4993 0049274  13.2166 160.7258 14.05357097988540,Fengyun-1C
FY1C_248,1 30070U 99025PX  26124.62557191  .00002451  00000+0  84758-3 0  9992,2 30070  98.2643 178.2905 0323488 267.4316 248.5921 14.11144923978930,Fengyun-1C
FY1C_249,1 30071U 99025PY  26124.58494926  .00007877  00000+0  18135-2 0  9996,2 30071  98.6579 233.6167 0036596  35.2555 335.6244 14.55234342  3002,Fengyun-1C
FY1C_250,1 30072U 99025PZ  26124.41372441  .00007844  00000+0  24222-2 0  9994,2 30072  99.0831 286.0475 0056747 211.5555 148.2224 14.40689737992236,Fengyun-1C
FY1C_251,1 30073U 99025QA  26124.44820034  .00002024  00000+0  96900-3 0  9992,2 30073  99.4225 111.4531 0050840 237.6106 274.6139 14.19632691989497,Fengyun-1C
FY1C_252,1 30074U 99025QB  26124.14448826  .00002560  00000+0  13197-2 0  9996,2 30074  99.1149 198.1318 0097355 111.5048 249.6537 14.13612234986735,Fengyun-1C
FY1C_253,1 30075U 99025QC  26124.68239515  .00000263  00000+0  23065-3 0  9993,2 30075  99.3356 181.3071 0091493 151.1965 329.4788 13.92586294980543,Fengyun-1C
FY1C_254,1 30076U 99025QD  26124.53544034  .00000267  00000+0  28177-3 0  9996,2 30076  99.2529 112.2131 0176007  77.4902  37.9687 13.76395798968589,Fengyun-1C
FY1C_255,1 30077U 99025QE  26124.78854403  .00000180  00000+0  13262-3 0  9991,2 30077  98.7495 140.9381 0020755 219.2382 318.6381 14.07100768991242,Fengyun-1C
FY1C_256,1 30078U 99025QF  26124.82286096  .00003721  00000+0  16129-2 0  9992,2 30078  98.8220 205.1914 0050515 225.5568 254.6587 14.24175445991496,Fengyun-1C
FY1C_257,1 30079U 99025QG  26124.40657618  .00000239  00000+0  18372-3 0  9993,2 30079  99.0005 183.1219 0084659 263.8113 161.2171 14.00873630985356,Fengyun-1C
FY1C_258,1 30080U 99025QH  26124.74779067  .00000432  00000+0  24353-3 0  9996,2 30080  98.7160 105.9335 0133027  14.9132 163.6716 14.10952230992542,Fengyun-1C
FY1C_259,1 30081U 99025QJ  26124.54616652  .00000170  00000+0  14616-3 0  9995,2 30081  98.9303 122.0074 0075266 304.4066 173.2943 13.98429573983506,Fengyun-1C
FY1C_260,1 30082U 99025QK  26124.81379552  .00044134  00000+0  16510-2 0  9993,2 30082  98.8297  81.7209 0057629  48.0086 312.6035 15.25608171 34676,Fengyun-1C
FY1C_261,1 30086U 99025QP  26124.36062275  .00000184  00000+0  14116-3 0  9996,2 30086  98.8898 160.1104 0062747  96.8615 284.0009 14.03991973986971,Fengyun-1C
FY1C_262,1 30087U 99025QQ  26124.57295947  .00001176  00000+0  31192-3 0  9999,2 30087  98.3602 157.8354 0229427  54.8587  71.2698 14.36037771  7430,Fengyun-1C
FY1C_263,1 30088U 99025QR  26124.71756218  .00000630  00000+0  18443-3 0  9997,2 30088  98.3700 109.8842 0200744 179.7196 354.7078 14.36312431  7220,Fengyun-1C
FY1C_264,1 30089U 99025QS  26124.29038478  .00000403  00000+0  16724-3 0  9990,2 30089  98.8989  37.9784 0074111 154.3423 327.0120 14.30502156  5161,Fengyun-1C
FY1C_265,1 30090U 99025QT  26124.48013851  .00000266  00000+0  12193-3 0  9994,2 30090  99.4165 313.9135 0058349  63.7181 326.1624 14.29375787  3086,Fengyun-1C
FY1C_266,1 30092U 99025QV  26124.52091709  .00001373  00000+0  43723-3 0  9992,2 30092  98.9285 314.6687 0082416 187.8318 197.7880 14.39628619  7959,Fengyun-1C
FY1C_267,1 30093U 99025QW  26124.63710264  .00001970  00000+0  56885-3 0  9995,2 30093  98.8538  10.1610 0067552 271.0166 118.0160 14.44513933  8670,Fengyun-1C
FY1C_268,1 30095U 99025QY  26124.81437786  .00010502  00000+0  95013-3 0  9999,2 30095  99.2301  73.3480 0150002 241.0286 117.5819 14.87403017 14573,Fengyun-1C
FY1C_269,1 30096U 99025QZ  26124.50652617  .00000731  00000+0  28094-3 0  9996,2 30096  99.1353 216.2949 0079704 178.1935 181.9550 14.31942159  5850,Fengyun-1C
FY1C_270,1 30099U 99025RC  26124.13277731  .00000559  00000+0  24658-3 0  9998,2 30099  98.5200 197.7039 0061847 187.6414 201.9714 14.26141822  2142,Fengyun-1C
FY1C_271,1 30102U 99025RF  26124.79099006  .00000533  00000+0  23410-3 0  9999,2 30102  98.3785 130.5646 0140287 302.3624 237.7711 14.22309020999913,Fengyun-1C
FY1C_272,1 30103U 99025RG  26124.56316132  .00000924  00000+0  40517-3 0  9998,2 30103  99.2584 118.7418 0063987  72.5545  48.4423 14.25218493999536,Fengyun-1C
FY1C_273,1 30104U 99025RH  26124.49723410  .00000995  00000+0  42077-3 0  9993,2 30104  98.3580 320.0518 0074330  49.7120  11.8624 14.26125318999273,Fengyun-1C
FY1C_274,1 30105U 99025RJ  26124.40665806  .00000973  00000+0  37933-3 0  9990,2 30105  98.6085 111.9375 0198575  20.5778 340.3257 14.21712050997897,Fengyun-1C
FY1C_275,1 30106U 99025RK  26124.75116652  .00065987  00000+0  49369-2 0  9990,2 30106  98.9208  56.1614 0041414  94.3351 322.3814 15.01770083  6674,Fengyun-1C
FY1C_276,1 30107U 99025RL  26124.15027344  .00000051  00000+0  46050-4 0  9991,2 30107  98.8209 184.5765 0126587 230.1946 128.8029 14.14490594995744,Fengyun-1C
FY1C_277,1 30108U 99025RM  26124.54469758  .00000692  00000+0  30173-3 0  9993,2 30108  98.6751 111.9672 0196126 331.8944 151.6136 14.17404228996217,Fengyun-1C
FY1C_278,1 30109U 99025RN  26124.55565109  .00000493  00000+0  22802-3 0  9991,2 30109  98.5186 117.2302 0167518 179.6652 307.2634 14.17815685995758,Fengyun-1C
FY1C_279,1 30110U 99025RP  26124.79866549  .00000138  00000+0  20082-3 0  9995,2 30110  98.9089 225.1002 0267160 344.5870  14.7248 13.56302375954543,Fengyun-1C
FY1C_280,1 30112U 99025RR  26124.71305355  .00001839  00000+0  68528-3 0  9998,2 30112  99.2972 111.4529 0200957  61.2733 300.8475 14.22770686996155,Fengyun-1C
